,index,Unnamed: 0,idCarpeta,Año_inicio,Mes_inicio,FechaInicio,Delito,Categoria,Sexo,Edad,TipoPersona,CalidadJuridica,competencia,Año_hecho,Mes_hecho,FechaHecho,HoraHecho,HoraInicio,alcaldia_hechos,municipio_hechos,colonia_datos,fgj_colonia_registro,latitud,longitud,ageb,shp
2519,471741,476105,8824465.0,2020,Diciembre,2020-12-23,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,33.0,FISICA,CADAVER,FUERO COMUN,2020.0,Diciembre,2020-12-23,12:00:00,15:06:13,TLAHUAC,,LOS OLIVOS_TLAHUAC,DR. FRANCISCO CABRERA,19.2960463253347,-99.061278549867,1249,
2520,471792,476156,8824523.0,2020,Diciembre,2020-12-23,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,47.0,FISICA,CADAVER,FUERO COMUN,2020.0,Diciembre,2020-12-23,16:00:00,16:15:28,GUSTAVO A. MADERO,,SANTIAGO ATEPETLAC_GUSTAVO A. MADERO,SANTIAGO ATEPETLAC,19.5229362334452,-99.1591058702783,0385,
2521,471825,476189,8824555.0,2020,Diciembre,2020-12-23,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,57.0,FISICA,CADAVER,FUERO COMUN,2020.0,Diciembre,2020-12-23,11:45:00,16:43:14,IZTAPALAPA,,MIXCOATL_IZTAPALAPA,MIXCOATL,19.3272778643145,-99.0497101795901,4202,
2522,472071,476437,8824797.0,2020,Diciembre,2020-12-24,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,34.0,FISICA,CADAVER,FUERO COMUN,2020.0,Diciembre,2020-12-23,23:10:00,00:49:38,TLALPAN,,SAN MIGUEL AJUSCO (PBLO)_TLALPAN,SAN MIGUEL AJUSCO,19.225239301037,-99.2008030396221,1528,
2523,472104,476470,8824854.0,2020,Diciembre,2020-12-24,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,28.0,FISICA,CADAVER,FUERO COMUN,2020.0,Diciembre,2020-12-23,21:00:00,03:21:44,IZTAPALAPA,,CONSEJO AGRARISTA MEXICANO II_IZTAPALAPA,CONSEJO AGRARISTA MEXICANO,19.3262245162885,-99.0549632901348,5060,
2524,472374,476742,8825147.0,2020,Diciembre,2020-12-24,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,33.0,FISICA,CADAVER,FUERO COMUN,2020.0,Diciembre,2020-12-24,16:40:00,17:24:27,IZTACALCO,,TLAZINTLA_IZTACALCO,TLAZINTLA,19.3943389368011,-99.1107130101358,0414,
2525,472490,476858,8825260.0,2020,Diciembre,2020-12-25,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,29.0,FISICA,CADAVER,FUERO COMUN,2020.0,Diciembre,2020-12-25,03:40:00,04:38:38,IZTAPALAPA,,EJERCITO DE ORIENTE (U HAB) II_IZTAPALAPA,EJERCITO DE ORIENTE ZONA PEÑON,19.3689129107213,-99.0281107996271,0591,
2526,472707,477075,8825490.0,2020,Diciembre,2020-12-25,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,36.0,FISICA,CADAVER,FUERO COMUN,2020.0,Diciembre,2020-12-25,21:05:00,21:37:31,MIGUEL HIDALGO,,TLAXPANA_MIGUEL HIDALGO,TLAXPANA,19.4439678670286,-99.1663698297806,0213,
2527,472768,477136,8825539.0,2020,Diciembre,2020-12-26,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,40.0,FISICA,CADAVER,FUERO COMUN,2020.0,Diciembre,2020-12-25,22:37:00,04:10:04,IZTAPALAPA,,PREDIO DEGOLLADO_IZTAPALAPA,DESARROLLO URBANO QUETZALCOATL,19.3164862854271,-99.0400699502176,5520,
2528,473512,477881,8826287.0,2020,Diciembre,2020-12-28,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,21.0,FISICA,CADAVER,FUERO COMUN,2020.0,Diciembre,2020-12-28,03:50:00,05:35:22,GUSTAVO A. MADERO,,FERNANDO CASAS ALEMAN_GUSTAVO A. MADERO,FERNANDO CASAS ALEMÁN,19.4518889808637,-99.0959885697037,2305,
2529,473513,477882,8826287.0,2020,Diciembre,2020-12-28,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,29.0,FISICA,LESIONADO,FUERO COMUN,2020.0,Diciembre,2020-12-28,03:50:00,05:35:22,GUSTAVO A. MADERO,,FERNANDO CASAS ALEMAN_GUSTAVO A. MADERO,FERNANDO CASAS ALEMÁN,19.4518889808637,-99.0959885697037,2305,
2530,473604,477973,8826417.0,2020,Diciembre,2020-12-28,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,66.0,FISICA,CADAVER,FUERO COMUN,2020.0,Diciembre,2020-12-28,07:42:00,12:11:49,MILPA ALTA,,SAN ANTONIO TECOMITL (PBLO)_MILPA ALTA,Pueblo San Antonio Tecomitl Barrio Xochitepec,19.2110208190146,-98.9811408499904,0435,
2531,473858,478229,8826677.0,2020,Diciembre,2020-12-28,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,No especificado,FISICA,CADAVER,FUERO COMUN,2020.0,Diciembre,2020-12-28,15:30:00,17:43:18,VENUSTIANO CARRANZA,,ADOLFO LOPEZ MATEOS_VENUSTIANO CARRANZA,ADOLFO LÓPEZ MATEOS,19.4233504874642,-99.068929550456,087A,
2532,474039,478410,8826857.0,2020,Diciembre,2020-12-28,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,No especificado,FISICA,CADAVER,FUERO COMUN,2020.0,Diciembre,2020-12-28,22:00:00,22:38:47,GUSTAVO A. MADERO,,LOMAS DE CUAUTEPEC_GUSTAVO A. MADERO,EL TEPETATAL,19.5658067333983,-99.1354885698107,0027,
2533,474113,478484,8826938.0,2020,Diciembre,2020-12-29,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,64.0,FISICA,CADAVER,FUERO COMUN,2020.0,Diciembre,2020-12-29,03:27:00,04:13:53,TLALPAN,,SAN MIGUEL AJUSCO (PBLO)_TLALPAN,SAN MIGUEL AJUSCO,19.2329103961901,-99.2036023703173,1674,
2535,475877,480261,8828840.0,2021,Enero,2021-01-01,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,28.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-01,13:20:00,16:23:11,IZTAPALAPA,,XALPA II_IZTAPALAPA,XALPA,19.3425797801501,-99.0143803500416,2780,
2536,475878,480262,8828840.0,2021,Enero,2021-01-01,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,52.0,FISICA,LESIONADO,FUERO COMUN,2021.0,Enero,2021-01-01,13:20:00,16:23:11,IZTAPALAPA,,XALPA II_IZTAPALAPA,XALPA,19.3425797801501,-99.0143803500416,2780,
2537,476021,480406,8828983.0,2021,Enero,2021-01-02,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,42.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-02,01:30:00,02:56:27,GUSTAVO A. MADERO,,SAN FELIPE DE JESUS I_GUSTAVO A. MADERO,SAN FELIPE DE JESÚS,19.497399889384,-99.0661670500923,3159,
2538,476022,480407,8828983.0,2021,Enero,2021-01-02,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,No especificado,FISICA,LESIONADO,FUERO COMUN,2021.0,Enero,2021-01-02,01:30:00,02:56:27,GUSTAVO A. MADERO,,SAN FELIPE DE JESUS I_GUSTAVO A. MADERO,SAN FELIPE DE JESÚS,19.497399889384,-99.0661670500923,3159,
2541,477428,481836,8830493.0,2021,Enero,2021-01-05,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,28.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-05,13:38:00,14:12:46,IZTAPALAPA,,PUENTE BLANCO_IZTAPALAPA,PUENTE BLANCO,19.3248703717973,-99.0635436798237,4062,
2542,478126,482543,8831251.0,2021,Enero,2021-01-06,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,41.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-06,16:00:00,16:41:29,COYOACAN,,AMPLIACION SAN FRANCISCO CULHUACAN (EJ)_COYOACAN,AMPLIACION SAN FRANCISCO CULHUACAN,19.3354430519778,-99.1236224801429,0516,
2543,479576,484011,8832760.0,2021,Enero,2021-01-09,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,25.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-08,22:44:00,00:24:53,IZTAPALAPA,,SAN PEDRO (BARR)_IZTAPALAPA,SAN PEDRO,19.3655624717087,-99.0859253695259,0750,
2544,479593,484028,8832777.0,2021,Enero,2021-01-09,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,46.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-09,00:30:00,01:19:19,TLALPAN,,AMPLIACION MIGUEL HIDALGO 3A SECC_TLALPAN,MIGUEL HIDALGO 3A SECCIÓN,19.2834753501178,-99.2048290402761,2189,
2545,479679,484114,8832874.0,2021,Enero,2021-01-09,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,22.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-09,06:45:00,10:47:29,VENUSTIANO CARRANZA,,No especificado_VENUSTIANO CARRANZA,,19.4509955190823,-99.15096708477935,049A,
2546,479702,484137,8832894.0,2021,Enero,2021-01-09,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,18.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-08,23:21:00,11:49:50,IZTAPALAPA,,No especificado_IZTAPALAPA,,19.40176952554615,-99.1936828400974,0027,
2547,479841,484278,8833037.0,2021,Enero,2021-01-09,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,32.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-09,11:35:00,16:09:48,GUSTAVO A. MADERO,,AHUEHUETES_GUSTAVO A. MADERO,AHUEHUETES,19.5461859281038,-99.1290142302949,2771,
2548,480370,484808,8833589.0,2021,Enero,2021-01-10,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,21.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-10,20:00:00,21:01:45,VENUSTIANO CARRANZA,,MORELOS II_VENUSTIANO CARRANZA,MORELOS,19.4407179712728,-99.1182916504482,0371,
2549,480371,484809,8833589.0,2021,Enero,2021-01-10,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,No especificado,FISICA,LESIONADO,FUERO COMUN,2021.0,Enero,2021-01-10,20:00:00,21:01:45,VENUSTIANO CARRANZA,,MORELOS II_VENUSTIANO CARRANZA,MORELOS,19.4407179712728,-99.1182916504482,0371,
2550,480407,484845,8833631.0,2021,Enero,2021-01-10,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,9.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-10,19:30:00,23:15:38,CUAUHTEMOC,,SAN SIMON TOLNAHUAC_CUAUHTEMOC,SAN SIMÓN TOLNAHUAC,19.4571422225116,-99.142150129633,0080,
2551,480408,484846,8833631.0,2021,Enero,2021-01-10,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Femenino,33.0,FISICA,LESIONADO,FUERO COMUN,2021.0,Enero,2021-01-10,19:30:00,23:15:38,CUAUHTEMOC,,SAN SIMON TOLNAHUAC_CUAUHTEMOC,SAN SIMÓN TOLNAHUAC,19.4571422225116,-99.142150129633,0080,
2552,480409,484847,8833631.0,2021,Enero,2021-01-10,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,27.0,FISICA,LESIONADO,FUERO COMUN,2021.0,Enero,2021-01-10,19:30:00,23:15:38,CUAUHTEMOC,,SAN SIMON TOLNAHUAC_CUAUHTEMOC,SAN SIMÓN TOLNAHUAC,19.4571422225116,-99.142150129633,0080,
2553,480410,484848,8833631.0,2021,Enero,2021-01-10,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,37.0,FISICA,LESIONADO,FUERO COMUN,2021.0,Enero,2021-01-10,19:30:00,23:15:38,CUAUHTEMOC,,SAN SIMON TOLNAHUAC_CUAUHTEMOC,SAN SIMÓN TOLNAHUAC,19.4571422225116,-99.142150129633,0080,
2554,480432,484870,8833638.0,2021,Enero,2021-01-11,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,21.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-10,21:00:00,00:07:12,GUSTAVO A. MADERO,,MALACATES (AMPL)_GUSTAVO A. MADERO,MALACATES,19.5771047295611,-99.1305967201032,3318,
2555,480433,484871,8833638.0,2021,Enero,2021-01-11,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,No especificado,FISICA,LESIONADO,FUERO COMUN,2021.0,Enero,2021-01-10,21:00:00,00:07:12,GUSTAVO A. MADERO,,MALACATES (AMPL)_GUSTAVO A. MADERO,MALACATES,19.5771047295611,-99.1305967201032,3318,
2556,480434,484872,8833638.0,2021,Enero,2021-01-11,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,20.0,FISICA,LESIONADO,FUERO COMUN,2021.0,Enero,2021-01-10,21:00:00,00:07:12,GUSTAVO A. MADERO,,MALACATES (AMPL)_GUSTAVO A. MADERO,MALACATES,19.5771047295611,-99.1305967201032,3318,
2557,480478,484916,8833698.0,2021,Enero,2021-01-11,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Femenino,20.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-11,02:18:00,04:33:19,AZCAPOTZALCO,,JARDIN AZPEITIA_AZCAPOTZALCO,JARDÍN AZPEITIA,19.4767928164344,-99.1751379897629,0491,
2558,480479,484917,8833698.0,2021,Enero,2021-01-11,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,No especificado,FISICA,LESIONADO,FUERO COMUN,2021.0,Enero,2021-01-11,02:18:00,04:33:19,AZCAPOTZALCO,,JARDIN AZPEITIA_AZCAPOTZALCO,JARDÍN AZPEITIA,19.4767928164344,-99.1751379897629,0491,
2559,480480,484918,8833698.0,2021,Enero,2021-01-11,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Femenino,No especificado,FISICA,LESIONADO,FUERO COMUN,2021.0,Enero,2021-01-11,02:18:00,04:33:19,AZCAPOTZALCO,,JARDIN AZPEITIA_AZCAPOTZALCO,JARDÍN AZPEITIA,19.4767928164344,-99.1751379897629,0491,
2560,480491,484929,8833711.0,2021,Enero,2021-01-11,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,49.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-11,07:10:00,07:19:09,BENITO JUAREZ,,MIXCOAC_BENITO JUAREZ,MIXCOAC,19.371419079348,-99.1913773095659,0685,
2561,481506,485949,8834758.0,2021,Enero,2021-01-12,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,46.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-12,18:00:00,18:55:48,COYOACAN,,EDUCACION_COYOACAN,EDUCACIÓN,19.3335697993295,-99.1328376499802,0501,
2562,481620,486063,8834877.0,2021,Enero,2021-01-12,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,25.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-12,21:00:00,22:16:32,TLALPAN,,AMPLIACION MIGUEL HIDALGO 2A SECC_TLALPAN,MIGUEL HIDALGO 3A SECCIÓN,19.2835285162173,-99.2025598903688,2189,
2563,481680,486124,8834943.0,2021,Enero,2021-01-13,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,40.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-12,21:00:00,00:47:44,IZTAPALAPA,,REFORMA POLITICA I_IZTAPALAPA,REFORMA POLÍTICA,19.3396189195636,-99.0291894101121,5003,
2564,482319,486765,8835608.0,2021,Enero,2021-01-14,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,33.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-14,02:49:00,02:45:34,TLAHUAC,,UNIDADES HABITACIONALES DE SANTA ANA PONIENTE I_TLAHUAC,SANTA ANA PONIENTE,19.3032950397702,-99.0484455195553,147A,
2565,482776,487224,8836102.0,2021,Enero,2021-01-14,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,36.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-14,19:45:00,21:04:15,XOCHIMILCO,,SANTA CRUZ XOCHITEPEC (PBLO)_XOCHIMILCO,SANTA CRUZ XOCHITEPEC,19.2561191855814,-99.132965509535,0283,
2566,483374,487825,8836732.0,2021,Enero,2021-01-15,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,24.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-15,22:05:00,22:02:34,IZTAPALAPA,,PUENTE BLANCO_IZTAPALAPA,PUENTE BLANCO,19.3262599114603,-99.06545966953,1918,
2567,483375,487826,8836732.0,2021,Enero,2021-01-15,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,23.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-15,22:05:00,22:02:34,IZTAPALAPA,,PUENTE BLANCO_IZTAPALAPA,PUENTE BLANCO,19.3262599114603,-99.06545966953,1918,
2568,483409,487861,8836767.0,2021,Enero,2021-01-15,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,36.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-15,23:30:00,23:54:09,MIGUEL HIDALGO,,ANAHUAC I_MIGUEL HIDALGO,ANAHUAC,19.4472403983246,-99.174759690444,0285,
2569,483410,487862,8836767.0,2021,Enero,2021-01-15,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,35.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-15,23:30:00,23:54:09,MIGUEL HIDALGO,,ANAHUAC I_MIGUEL HIDALGO,ANAHUAC,19.4472403983246,-99.174759690444,0285,
2570,483411,487863,8836767.0,2021,Enero,2021-01-15,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,40.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-15,23:30:00,23:54:09,MIGUEL HIDALGO,,ANAHUAC I_MIGUEL HIDALGO,ANAHUAC,19.4472403983246,-99.174759690444,0285,
2571,483412,487864,8836767.0,2021,Enero,2021-01-15,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,34.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-15,23:30:00,23:54:09,MIGUEL HIDALGO,,ANAHUAC I_MIGUEL HIDALGO,ANAHUAC,19.4472403983246,-99.174759690444,0285,
2572,483413,487865,8836767.0,2021,Enero,2021-01-15,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,28.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-15,23:30:00,23:54:09,MIGUEL HIDALGO,,ANAHUAC I_MIGUEL HIDALGO,ANAHUAC,19.4472403983246,-99.174759690444,0285,
2573,483470,487922,8836829.0,2021,Enero,2021-01-16,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,45.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-16,03:40:00,04:11:42,IZTACALCO,,ZAPOTLA_IZTACALCO,ZAPOTLA,19.3944234496398,-99.1184630204012,0575,
2574,483486,487938,8836849.0,2021,Enero,2021-01-16,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,34.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-16,05:45:00,07:10:52,MIGUEL HIDALGO,,PENSIL NORTE_MIGUEL HIDALGO,PENSIL NORTE,19.4479994925961,-99.1976469802567,0389,
2575,483860,488313,8837226.0,2021,Enero,2021-01-17,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,34.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-16,19:50:00,00:09:00,IZTACALCO,,No especificado_IZTACALCO,,19.4191798330715,-99.1841265252173,0798,
2576,483902,488355,8837273.0,2021,Enero,2021-01-17,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,36.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-16,23:20:00,04:25:15,IZTAPALAPA,,No especificado_IZTAPALAPA,,19.38969774458575,-99.1607733747182,0257,
2577,483989,488442,8837369.0,2021,Enero,2021-01-17,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,33.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-17,10:49:00,13:37:47,GUSTAVO A. MADERO,,SAN JUAN DE ARAGON (PBLO)_GUSTAVO A. MADERO,SAN JUAN DE ARAGÓN,19.4713291197259,-99.0854613500502,1951,
2578,484221,488676,8837599.0,2021,Enero,2021-01-17,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Femenino,22.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-17,23:17:00,23:18:07,VENUSTIANO CARRANZA,,5TO TRAMO DE 20 DE NOVIEMBRE_VENUSTIANO CARRANZA,5O TRAMO 20 DE NOVIEMBRE,19.4473475787046,-99.1033309402878,0070,
2579,484222,488677,8837599.0,2021,Enero,2021-01-17,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,28.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-17,23:17:00,23:18:07,VENUSTIANO CARRANZA,,5TO TRAMO DE 20 DE NOVIEMBRE_VENUSTIANO CARRANZA,5O TRAMO 20 DE NOVIEMBRE,19.4473475787046,-99.1033309402878,0070,
2580,484292,488747,8837684.0,2021,Enero,2021-01-18,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,24.0,FISICA,CADAVER,FUERO COMUN,2020.0,Septiembre,2020-09-18,08:00:00,09:28:33,TLALPAN,,"MESA LOS HORNOS, TEXCALTENCO_TLALPAN",TEMASTITITLA,19.271511410636,-99.1828849897023,223A,
2581,484517,488974,8837934.0,2021,Enero,2021-01-18,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,31.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-18,03:01:00,15:52:52,TLALPAN,,SAN ANDRES TOTOLTEPEC (PBLO)_TLALPAN,SAN ANDRÉS TOTOLTEPEC,19.2561256839305,-99.1629644502301,2009,
2582,484660,489117,8838086.0,2021,Enero,2021-01-18,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,14.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-18,18:35:00,19:08:05,TLALPAN,,SANTA URSULA XITLA_TLALPAN,FUENTES BROTANTES,19.2854493341067,-99.1788840298588,0924,
2583,484781,489238,8838204.0,2021,Enero,2021-01-18,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Femenino,60.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-18,22:20:00,22:16:33,VENUSTIANO CARRANZA,,NICOLAS BRAVO_VENUSTIANO CARRANZA,NICOLÁS BRAVO,19.4528738867686,-99.1221365296538,0032,
2584,484856,489313,8838279.0,2021,Enero,2021-01-19,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,37.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-18,23:55:00,01:22:45,IZTAPALAPA,,VALLE DE LUCES I_IZTAPALAPA,VALLE DE LUCES 1A SECCION,19.3398927460805,-99.098350699822,4024,
2585,485392,489857,8838861.0,2021,Enero,2021-01-19,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,27.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-19,20:50:00,21:43:03,CUAUHTEMOC,,OBRERA II_CUAUHTEMOC,OBRERA,19.4172931940042,-99.138404129958,1144,
2586,486349,490822,8839880.0,2021,Enero,2021-01-21,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,34.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-21,11:45:00,14:29:39,IZTAPALAPA,,EJERCITO DE AGUA PRIETA_IZTAPALAPA,EJERCITO DE AGUA PRIETA,19.3674987835911,-99.0361194295916,5677,
2589,486691,491166,8840236.0,2021,Enero,2021-01-22,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,41.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-21,23:50:00,01:06:04,CUAUHTEMOC,,ATLAMPA_CUAUHTEMOC,ATLAMPA,19.4579460937651,-99.1508066702604,0184,
2590,486984,491459,8840551.0,2021,Enero,2021-01-22,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,56.0,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-22,15:10:00,16:16:09,BENITO JUAREZ,,NAPOLES_BENITO JUAREZ,NAPOLES,19.3884083285554,-99.1792805501362,0191,
2591,486985,491460,8840551.0,2021,Enero,2021-01-22,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,No especificado,FISICA,CADAVER,FUERO COMUN,2021.0,Enero,2021-01-22,15:10:00,16:16:09,BENITO JUAREZ,,NAPOLES_BENITO JUAREZ,NAPOLES,19.3884083285554,-99.1792805501362,0191,
2592,486986,491461,8840551.0,2021,Enero,2021-01-22,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Femenino,40.0,FISICA,LESIONADO,FUERO COMUN,2021.0,Enero,2021-01-22,15:10:00,16:16:09,BENITO JUAREZ,,NAPOLES_BENITO JUAREZ,NAPOLES,19.3884083285554,-99.1792805501362,0191,
